product_a,product_a_label,product_b,product_b_label,similarity,shared_attributes,shared_attribute_nodes
PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,PRODUCT:5564,FRASCO PET BLANCO 60ML C/TAPA SPRAY N20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5393,FRASCO PET BLANCO 60ML C/TAPA FLIP TOP N20,PRODUCT:5554,FRASCO PET COLORES BOSTON 120ML C/TAPA DISPENSADOR B20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,PRODUCT:5553,FRASCO PET BLANCO 60ML C/TAPA DISPENSADOR N20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,PRODUCT:5553,FRASCO PET BLANCO 60ML C/TAPA DISPENSADOR N20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5318,FRASCO PET BLANCO 60ML C/TAPA PRESS N20,PRODUCT:5554,FRASCO PET COLORES BOSTON 120ML C/TAPA DISPENSADOR B20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5208,FRASCO PET TRANSPARENTE 30ML C/TAPA PRESS N20,PRODUCT:5554,FRASCO PET COLORES BOSTON 120ML C/TAPA DISPENSADOR B20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5120,FRASCO PET TRANSPARENTE 60ML B/20 C/TAPA DISPENSADOR,PRODUCT:5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5121,FRASCO PET TRANSPARENTE 30ML B/20 TAPA DISPENSADOR GEL,PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5121,FRASCO PET TRANSPARENTE 30ML B/20 TAPA DISPENSADOR GEL,PRODUCT:5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5120,FRASCO PET TRANSPARENTE 60ML B/20 C/TAPA DISPENSADOR,PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,0.424,3,TYPE:FRASCO|MATERIAL:PET|MOUTH_SIZE:20MM
PRODUCT:5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,PRODUCT:5583,FRASCO PET CAMPANA 300ML BLANCO C/T SPRAY PISTOLA PVE,0.4238,3,COLOR:BLANCO|TYPE:FRASCO|MATERIAL:PET
PRODUCT:5024,FRASCO PET BLANCO ESPUMERO 150ML CON TAPA,PRODUCT:5583,FRASCO PET CAMPANA 300ML BLANCO C/T SPRAY PISTOLA PVE,0.4238,3,COLOR:BLANCO|TYPE:FRASCO|MATERIAL:PET
PRODUCT:5414,PET JABONERA 37GR 400ML C/TAPA DISPENSADOR B28,PRODUCT:5612,PET JABONERA TRANSPARENTE 28GR 400ML S/TAPA B28,0.4214,3,TYPE:TAPA|MOUTH_SIZE:28MM|MATERIAL:PET
PRODUCT:5240,VIAL VIDRIO TRANSPARENTE ALTO 15ML B20,PRODUCT:5502,VIAL VIDRIO AMBAR 50ML B20,0.4202,3,MATERIAL:VIDRIO|MOUTH_SIZE:20MM|SUBTYPE:VIAL
PRODUCT:5243,VIAL VIDRIO TRANSPARENTE 100ML B20,PRODUCT:5502,VIAL VIDRIO AMBAR 50ML B20,0.4202,3,MATERIAL:VIDRIO|MOUTH_SIZE:20MM|SUBTYPE:VIAL
PRODUCT:5241,VIAL VIDRIO TRANSPARENTE 30ML B20,PRODUCT:5502,VIAL VIDRIO AMBAR 50ML B20,0.4202,3,MATERIAL:VIDRIO|MOUTH_SIZE:20MM|SUBTYPE:VIAL
PRODUCT:5323,VASO DOSIFICADOR PLASTICO GRADUADO 15ML,PRODUCT:5439,GRADILLA DE PLASTICO 60 TUBOS  DE 10 Y/O 15ML,0.4172,2,CAPACITY:15ML|MATERIAL:PLASTICO
PRODUCT:5008,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,PRODUCT:5123,POTE VIDRIO AMBAR IMPORTADO 1KG C/TAPA,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5008,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,PRODUCT:5124,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5124,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5124,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,PRODUCT:5537,FRASCO VIDRIO AMBAR IMPORTADO 100ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5124,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,PRODUCT:5536,FRASCO VIDRIO AMBAR IMPORTADO 60ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5123,POTE VIDRIO AMBAR IMPORTADO 1KG C/TAPA,PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5123,POTE VIDRIO AMBAR IMPORTADO 1KG C/TAPA,PRODUCT:5536,FRASCO VIDRIO AMBAR IMPORTADO 60ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5123,POTE VIDRIO AMBAR IMPORTADO 1KG C/TAPA,PRODUCT:5537,FRASCO VIDRIO AMBAR IMPORTADO 100ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5123,POTE VIDRIO AMBAR IMPORTADO 1KG C/TAPA,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5124,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,PRODUCT:5533,FRASCO VIDRIO AMBAR IMPORTADO 125ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5123,POTE VIDRIO AMBAR IMPORTADO 1KG C/TAPA,PRODUCT:5533,FRASCO VIDRIO AMBAR IMPORTADO 125ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5124,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.4168,3,MATERIAL:VIDRIO|COLOR:AMBAR|FEATURE:IMPORTADO
PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,PRODUCT:5605,MATRAZ CON PICO KITAZATO DE VIDRIO 500ML,0.4145,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5515,FIOLA DE VIDRIO 250ML,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5087,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),PRODUCT:5537,FRASCO VIDRIO AMBAR IMPORTADO 100ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5106,MATRAZ ERLENMEYER DE VIDRIO 500ML,PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,PRODUCT:5537,FRASCO VIDRIO AMBAR IMPORTADO 100ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5105,MATRAZ ERLENMEYER DE VIDRIO 250ML,PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5086,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5084,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,0.4145,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5051,TAPA DE PLASTICO ROSCA,PRODUCT:5289,TAPON PLASTICO IMPORTADO N28,0.4126,2,TYPE:TAPA|MATERIAL:PLASTICO
PRODUCT:5308,TUVO CONICO TAPA AZUL 50ML C/FALDON,PRODUCT:5404,FRASCO BOCA ANCHA TRANSPARENTE TAPA AZUL 50ML,0.4109,2,CAPACITY:50ML|COLOR:AZUL
PRODUCT:5095,PROBETA DE PLASTICO GRADUADA 250 ML,PRODUCT:5495,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON,0.4109,2,MATERIAL:PLASTICO|CAPACITY:250ML
PRODUCT:5437,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND),PRODUCT:5607,TUBO PARA BRILLO LABIAL 10ML GLOSS,0.4102,2,CAPACITY:10ML|TYPE:TUBO
PRODUCT:5437,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND),PRODUCT:5513,TUBO ENSAYO PYREX 13*100 (BX250) 10ml,0.4102,2,CAPACITY:10ML|TYPE:TUBO
PRODUCT:5092,PROBETA DE PLASTICO GRADUADA 10 ML,PRODUCT:5480,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML,0.41,2,CAPACITY:10ML|MATERIAL:PLASTICO
PRODUCT:5092,PROBETA DE PLASTICO GRADUADA 10 ML,PRODUCT:5479,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML,0.41,2,CAPACITY:10ML|MATERIAL:PLASTICO
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5502,VIAL VIDRIO AMBAR 50ML B20,0.4082,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5242,VIAL VIDRIO TRANSPARENTE 50ML N20,0.4082,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5242,VIAL VIDRIO TRANSPARENTE 50ML N20,PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,0.4082,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5007,TAPA DISPENSADORA BLANCO B28MM,PRODUCT:5321,BOMBA DISPENSADORA PARA GALONERA 28/410 ACANALADO COLOR BLANCO,0.4082,2,SUBTYPE:DISPENSADOR|COLOR:BLANCO
PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,PRODUCT:5502,VIAL VIDRIO AMBAR 50ML B20,0.4082,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5502,VIAL VIDRIO AMBAR 50ML B20,PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,0.4082,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5243,VIAL VIDRIO TRANSPARENTE 100ML B20,PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,0.4082,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5241,VIAL VIDRIO TRANSPARENTE 30ML B20,PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,0.4082,2,MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5242,VIAL VIDRIO TRANSPARENTE 50ML N20,PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,0.4082,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5087,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),PRODUCT:5243,VIAL VIDRIO TRANSPARENTE 100ML B20,0.4082,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5186,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,PRODUCT:5311,PROBETA PLASTICO 1L,0.4073,2,MATERIAL:PLASTICO|CAPACITY:1L
PRODUCT:5293,PERFUME VIDRIO TRANSPARENTE CUADRADO 30ML TAPA ESPRAY METALIZADA N18,PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,0.4065,2,MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5280,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20,PRODUCT:5505,CUCHARA PLASTICO 10GR,0.4065,2,MATERIAL:PLASTICO|CAPACITY:10GR
PRODUCT:5099,PROBADOR PLASTICO 5ML ESPRAY COLORES,PRODUCT:5261,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15,0.4065,2,CAPACITY:5ML|MATERIAL:PLASTICO
PRODUCT:5160,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28,PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,0.4065,2,MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5249,SOLO MINI TRIGGER NEGRO B28,PRODUCT:5427,TAPA GASEOSA B28 NEGRO,0.4061,2,MOUTH_SIZE:28MM|COLOR:NEGRO
PRODUCT:5011,PROBADOR VIDRIO TRASPARENTE 5ML CON TAPA SPRAY,PRODUCT:5265,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML - CITOGLAS,0.4056,2,MATERIAL:VIDRIO|CAPACITY:5ML
PRODUCT:5291,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON,PRODUCT:5603,PIPETA SEREOLOGICA GRADUADA VIDRIO 3ML,0.4056,2,MATERIAL:VIDRIO|CAPACITY:3ML
PRODUCT:5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,PRODUCT:5110,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,0.4056,2,MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5010,PROBADOR VIDRIO TRASPARENTE 3ML CON TAPA SPRAY,PRODUCT:5603,PIPETA SEREOLOGICA GRADUADA VIDRIO 3ML,0.4056,2,MATERIAL:VIDRIO|CAPACITY:3ML
PRODUCT:5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,PRODUCT:5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,0.4056,2,MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,PRODUCT:5384,VASO DE VIDRIO BORO GRADUADO 10ML,0.4056,2,MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5009,PROBADOR VIDRIO TRASPARENTE 2ML CON TAPA SPRAY,PRODUCT:5602,PIPETA SEREOLOGICA GRADUADA VIDRIO 2ML,0.4056,2,MATERIAL:VIDRIO|CAPACITY:2ML
PRODUCT:5185,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,PRODUCT:5490,VASO GRADUADO DE PLASTICO 500ML,0.4056,2,MATERIAL:PLASTICO|CAPACITY:500ML
PRODUCT:5185,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,PRODUCT:5587,VASO DE PLASTICO GRADUADO ALTO RELIEVE 500ML ISOLAB,0.4056,2,MATERIAL:PLASTICO|CAPACITY:500ML
PRODUCT:5110,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,PRODUCT:5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,0.4056,2,MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5081,GOTERO PLASTICO 15ML NATURAL S/P C/TAPA,PRODUCT:5439,GRADILLA DE PLASTICO 60 TUBOS  DE 10 Y/O 15ML,0.4056,2,CAPACITY:15ML|MATERIAL:PLASTICO
PRODUCT:5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,PRODUCT:5384,VASO DE VIDRIO BORO GRADUADO 10ML,0.4056,2,MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,PRODUCT:5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,0.4056,2,MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5289,TAPON PLASTICO IMPORTADO N28,PRODUCT:5427,TAPA GASEOSA B28 NEGRO,0.4044,2,TYPE:TAPA|MOUTH_SIZE:28MM
PRODUCT:5182,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA,PRODUCT:5284,TAPON IMPORTADO B28,0.4044,2,TYPE:TAPA|MOUTH_SIZE:28MM
PRODUCT:5555,FRASCO GOTERO INTERNO VIDRIO AMBAR  50ML B18 C/TAPA,PRODUCT:5557,Gotero interno 50ml,0.4043,2,TYPE:GOTERO|CAPACITY:50ML
PRODUCT:5249,SOLO MINI TRIGGER NEGRO B28,PRODUCT:5571,BOMBA ATOMIZADORA ACANALADO N24/410 NEGRO,0.4043,2,TYPE:ATOMIZADOR|COLOR:NEGRO
PRODUCT:5087,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),PRODUCT:5162,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,0.4038,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,0.4038,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,PRODUCT:5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,0.4038,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5083,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),PRODUCT:5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,0.4038,2,MATERIAL:VIDRIO|CAPACITY:1L
PRODUCT:5087,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),PRODUCT:5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,0.4038,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5157,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18,PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5082,GOTERO PLASTICO 30ML NATURAL S/P C/TAPA,PRODUCT:5509,TUBO COLAPSIBLE 30ML NATURAL C/TAPA,0.4038,2,CAPACITY:30ML|COLOR:NATURAL
PRODUCT:5372,FRASCO VIDRIO TRANSPARENTE 458ML C/TAPA 82,PRODUCT:5597,POTE DE VIDRIO RECTO TRANPARENTE C/ TAPA METALIZADA 458ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:458ML
PRODUCT:5143,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18,PRODUCT:5270,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML,0.4038,2,CAPACITY:10ML|COLOR:VERDE
PRODUCT:5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5162,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5381,FRASCO VIDRIO AZUL 50ML B/18 TAPA ESPRAY,PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5152,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18,PRODUCT:5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,0.4038,2,MATERIAL:VIDRIO|CAPACITY:5ML
PRODUCT:5159,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28,PRODUCT:5527,VASO PRECIPITADO DE VIDRIO 25ML (BEAKER),0.4038,2,MATERIAL:VIDRIO|CAPACITY:25ML
PRODUCT:5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,PRODUCT:5515,FIOLA DE VIDRIO 250ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,PRODUCT:5576,FRASCO VIDRIO AMBAR 5ML B18 TAPA ESPRAY,0.4038,2,MATERIAL:VIDRIO|CAPACITY:5ML
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,PRODUCT:5398,FRASCO VIDRIO AMBAR 30ML B18 C/TAPA ESPRAY,0.4038,2,MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,PRODUCT:5585,FRASCO VIDRIO AZUL 30ML B/18 TAPA ESPRAY,0.4038,2,MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5381,FRASCO VIDRIO AZUL 50ML B/18 TAPA ESPRAY,PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5106,MATRAZ ERLENMEYER DE VIDRIO 500ML,PRODUCT:5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,0.4038,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5158,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18,PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5105,MATRAZ ERLENMEYER DE VIDRIO 250ML,PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,0.4038,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5105,MATRAZ ERLENMEYER DE VIDRIO 250ML,PRODUCT:5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,0.4038,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,PRODUCT:5515,FIOLA DE VIDRIO 250ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:250ML
PRODUCT:5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,PRODUCT:5590,FIOLA 1L VIDRIO,0.4038,2,MATERIAL:VIDRIO|CAPACITY:1L
PRODUCT:5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,PRODUCT:5403,MATRAZ ERLENMEYER DE VIDRIO 1L,0.4038,2,MATERIAL:VIDRIO|CAPACITY:1L
PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,PRODUCT:5468,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL,0.4038,2,MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5142,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18,PRODUCT:5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,0.4038,2,MATERIAL:VIDRIO|CAPACITY:5ML
PRODUCT:5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,PRODUCT:5605,MATRAZ CON PICO KITAZATO DE VIDRIO 500ML,0.4038,2,MATERIAL:VIDRIO|CAPACITY:500ML
PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,PRODUCT:5388,FRASCO VIDRIO ROSADO 30ML C/TAPA ESPRAY N18,0.4038,2,MATERIAL:VIDRIO|CAPACITY:30ML
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5381,FRASCO VIDRIO AZUL 50ML B/18 TAPA ESPRAY,0.4038,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5086,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,0.4038,2,MATERIAL:VIDRIO|CAPACITY:250ML
