source,target,relation,weight,evidence
PRODUCT:5033,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO NATURAL 30ML CON TAPON Y TAPA N28
PRODUCT:5034,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28
PRODUCT:5034,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28
PRODUCT:5034,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28
PRODUCT:5034,COLOR:NATURAL,HAS_COLOR,0.94,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28
PRODUCT:5034,CAPACITY:120ML,HAS_CAPACITY,0.95,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28
PRODUCT:5034,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28
PRODUCT:5035,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM
PRODUCT:5035,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM
PRODUCT:5035,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM
PRODUCT:5035,COLOR:NATURAL,HAS_COLOR,0.94,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM
PRODUCT:5035,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM
PRODUCT:5035,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM
PRODUCT:5036,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM
PRODUCT:5036,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM
PRODUCT:5036,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM
PRODUCT:5036,COLOR:NATURAL,HAS_COLOR,0.94,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM
PRODUCT:5036,CAPACITY:500ML,HAS_CAPACITY,0.95,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM
PRODUCT:5036,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM
PRODUCT:5037,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28
PRODUCT:5037,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28
PRODUCT:5037,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28
PRODUCT:5037,COLOR:NATURAL,HAS_COLOR,0.94,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28
PRODUCT:5037,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28
PRODUCT:5037,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28
PRODUCT:5038,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28
PRODUCT:5038,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28
PRODUCT:5038,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28
PRODUCT:5038,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28
PRODUCT:5038,CAPACITY:60ML,HAS_CAPACITY,0.95,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28
PRODUCT:5038,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28
PRODUCT:5039,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28
PRODUCT:5039,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28
PRODUCT:5039,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28
PRODUCT:5039,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28
PRODUCT:5039,CAPACITY:120ML,HAS_CAPACITY,0.95,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28
PRODUCT:5039,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28
PRODUCT:5040,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28
PRODUCT:5040,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28
PRODUCT:5040,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28
PRODUCT:5040,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28
PRODUCT:5040,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28
PRODUCT:5040,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28
PRODUCT:5041,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28
PRODUCT:5041,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28
PRODUCT:5041,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28
PRODUCT:5041,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28
PRODUCT:5041,CAPACITY:500ML,HAS_CAPACITY,0.95,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28
PRODUCT:5041,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28
PRODUCT:5042,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28
PRODUCT:5042,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28
PRODUCT:5042,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28
PRODUCT:5042,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28
PRODUCT:5042,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28
PRODUCT:5042,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28
PRODUCT:5043,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28
PRODUCT:5043,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28
PRODUCT:5043,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28
PRODUCT:5043,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28
PRODUCT:5043,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28
PRODUCT:5043,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28
PRODUCT:5044,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28
PRODUCT:5044,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28
PRODUCT:5044,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28
PRODUCT:5044,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28
PRODUCT:5044,CAPACITY:60ML,HAS_CAPACITY,0.95,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28
PRODUCT:5044,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28
PRODUCT:5045,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28
PRODUCT:5045,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28
PRODUCT:5045,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28
PRODUCT:5045,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28
PRODUCT:5045,CAPACITY:120ML,HAS_CAPACITY,0.95,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28
PRODUCT:5045,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28
PRODUCT:5046,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28
PRODUCT:5046,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28
PRODUCT:5046,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28
PRODUCT:5046,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28
PRODUCT:5046,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28
PRODUCT:5046,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28
PRODUCT:5047,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28
PRODUCT:5047,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28
PRODUCT:5047,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28
PRODUCT:5047,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28
PRODUCT:5047,CAPACITY:500ML,HAS_CAPACITY,0.95,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28
PRODUCT:5047,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28
PRODUCT:5048,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28
PRODUCT:5048,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28
PRODUCT:5048,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28
PRODUCT:5048,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28
PRODUCT:5048,CAPACITY:1L,HAS_CAPACITY,0.95,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28
PRODUCT:5048,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28
PRODUCT:5049,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA
PRODUCT:5049,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA
PRODUCT:5049,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA
PRODUCT:5049,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA
PRODUCT:5049,FEATURE:IMPORTADO,HAS_FEATURE,0.8,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA
PRODUCT:5049,COLOR:NEGRO,HAS_COLOR,0.94,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA
PRODUCT:5049,CAPACITY:30GR,HAS_CAPACITY,0.95,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA
PRODUCT:5050,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML
PRODUCT:5050,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML
PRODUCT:5050,FEATURE:IMPORTADO,HAS_FEATURE,0.8,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML
PRODUCT:5050,COLOR:NEGRO,HAS_COLOR,0.94,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML
PRODUCT:5050,CAPACITY:60ML,HAS_CAPACITY,0.95,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML
PRODUCT:5051,TYPE:TAPA,HAS_TYPE,0.9,TAPA DE PLASTICO ROSCA
PRODUCT:5051,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,TAPA DE PLASTICO ROSCA
PRODUCT:5051,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TAPA DE PLASTICO ROSCA
PRODUCT:5051,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,TAPA DE PLASTICO ROSCA
PRODUCT:5052,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON
PRODUCT:5052,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON
PRODUCT:5052,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON
PRODUCT:5052,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON
PRODUCT:5052,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON
PRODUCT:5053,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA
PRODUCT:5053,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA
PRODUCT:5053,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA
PRODUCT:5053,FEATURE:IMPORTADO,HAS_FEATURE,0.8,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA
PRODUCT:5053,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA
PRODUCT:5053,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA
PRODUCT:5053,CAPACITY:125ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA
PRODUCT:5054,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28
PRODUCT:5054,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28
PRODUCT:5054,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28
PRODUCT:5054,COLOR:NATURAL,HAS_COLOR,0.94,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28
PRODUCT:5054,CAPACITY:60ML,HAS_CAPACITY,0.95,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28
PRODUCT:5054,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28
PRODUCT:5055,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL
PRODUCT:5055,SUBTYPE:DISPENSADOR,HAS_SUBTYPE,0.95,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL
PRODUCT:5055,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL
PRODUCT:5055,FEATURE:IMPORTADO,HAS_FEATURE,0.8,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL
PRODUCT:5055,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL
PRODUCT:5055,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL
PRODUCT:5055,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL
PRODUCT:5056,TYPE:ACCESORIO,HAS_TYPE,0.9,PASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca
PRODUCT:5056,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,PASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca
PRODUCT:5056,MATERIAL:PVC,HAS_MATERIAL,0.94,PASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca
PRODUCT:5056,CAPACITY:80GR,HAS_CAPACITY,0.95,PASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca
PRODUCT:5057,TYPE:ACCESORIO,HAS_TYPE,0.9,PASTILLERO PVC/CRISTAL N°3 50GR TAPA Blanca
PRODUCT:5057,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,PASTILLERO PVC/CRISTAL N°3 50GR TAPA Blanca
PRODUCT:5057,MATERIAL:PVC,HAS_MATERIAL,0.94,PASTILLERO PVC/CRISTAL N°3 50GR TAPA Blanca
PRODUCT:5057,CAPACITY:50GR,HAS_CAPACITY,0.95,PASTILLERO PVC/CRISTAL N°3 50GR TAPA Blanca
PRODUCT:5058,TYPE:ACCESORIO,HAS_TYPE,0.9,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP
PRODUCT:5058,MATERIAL:PVC,HAS_MATERIAL,0.94,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP
PRODUCT:5058,CAPACITY:150GR,HAS_CAPACITY,0.95,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP
PRODUCT:5059,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97
PRODUCT:5059,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97
PRODUCT:5059,MATERIAL:PEAD,HAS_MATERIAL,0.94,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97
PRODUCT:5059,COLOR:BLANCO,HAS_COLOR,0.94,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97
PRODUCT:5059,CAPACITY:1KG,HAS_CAPACITY,0.95,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97
PRODUCT:5059,MOUTH_SIZE:97MM,HAS_MOUTH_SIZE,0.92,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97
PRODUCT:5060,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO PEAD BLANCO 500GR CON TAPA
PRODUCT:5060,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PLASTICO PEAD BLANCO 500GR CON TAPA
PRODUCT:5060,MATERIAL:PEAD,HAS_MATERIAL,0.94,POTE PLASTICO PEAD BLANCO 500GR CON TAPA
PRODUCT:5060,COLOR:BLANCO,HAS_COLOR,0.94,POTE PLASTICO PEAD BLANCO 500GR CON TAPA
PRODUCT:5060,CAPACITY:500GR,HAS_CAPACITY,0.95,POTE PLASTICO PEAD BLANCO 500GR CON TAPA
PRODUCT:5061,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA
PRODUCT:5061,SUBTYPE:LAINA,HAS_SUBTYPE,0.92,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA
PRODUCT:5061,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA
PRODUCT:5061,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA
PRODUCT:5061,MATERIAL:PEAD,HAS_MATERIAL,0.94,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA
PRODUCT:5061,COLOR:BLANCO,HAS_COLOR,0.94,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA
PRODUCT:5061,CAPACITY:250GR,HAS_CAPACITY,0.95,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA
PRODUCT:5062,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA
PRODUCT:5062,SUBTYPE:LAINA,HAS_SUBTYPE,0.92,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA
PRODUCT:5062,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA
PRODUCT:5062,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA
PRODUCT:5062,MATERIAL:PEAD,HAS_MATERIAL,0.94,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA
PRODUCT:5062,COLOR:BLANCO,HAS_COLOR,0.94,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA
PRODUCT:5062,CAPACITY:500GR,HAS_CAPACITY,0.95,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA
PRODUCT:5063,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro
PRODUCT:5063,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro
PRODUCT:5063,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro
PRODUCT:5063,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro
PRODUCT:5063,CAPACITY:125ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro
PRODUCT:5064,TYPE:ATOMIZADOR,HAS_TYPE,0.92,GATILLO PULVERIZADOR 28/410
PRODUCT:5064,SUBTYPE:GATILLO,HAS_SUBTYPE,0.94,GATILLO PULVERIZADOR 28/410
PRODUCT:5064,ACCESSORY:GATILLO,HAS_ACCESSORY,0.9,GATILLO PULVERIZADOR 28/410
PRODUCT:5065,TYPE:ACCESORIO,HAS_TYPE,0.88,PISETA 250ML
PRODUCT:5065,CAPACITY:250ML,HAS_CAPACITY,0.95,PISETA 250ML
PRODUCT:5066,TYPE:ACCESORIO,HAS_TYPE,0.88,PISETA 500 ML
PRODUCT:5066,CAPACITY:500ML,HAS_CAPACITY,0.95,PISETA 500 ML
PRODUCT:5067,CAPACITY:3ML,HAS_CAPACITY,0.95,PIPETAS PASTEUR ESTRILES 3ML BX200
PRODUCT:5068,TYPE:TAPA,HAS_TYPE,0.9,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND)
PRODUCT:5068,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND)
PRODUCT:5068,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND)
PRODUCT:5068,FEATURE:NO_ESTERIL,HAS_FEATURE,0.88,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND)
PRODUCT:5068,CAPACITY:2ML,HAS_CAPACITY,0.95,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND)
PRODUCT:5069,TYPE:ACCESORIO,HAS_TYPE,0.88,PISETA 1LT
PRODUCT:5069,CAPACITY:1L,HAS_CAPACITY,0.95,PISETA 1LT
PRODUCT:5070,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28
PRODUCT:5070,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28
PRODUCT:5070,MATERIAL:PET,HAS_MATERIAL,0.94,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28
PRODUCT:5070,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28
