product_id,supplier_norm,product_name,supplier,unit_cost,avg_unit_cost,capacity_units,purchase_lines,last_purchase,supplier_capacity,delivery_days
5036,ESNA MEDIC INVERSIONES S A C,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,ESNA MEDIC INVERSIONES S.A.C.,0.8,0.8,100,1,2025-11-02,3650,1
5036,GENPLAST S A C,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,GENPLAST S.A.C.,0.81,0.818,3000,2,2026-03-07,9200,1
5036,QUESITO SA,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA N28FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,QUESITO SA,1.4,1.4,1,1,2025-03-12,850,3
5037,ENVIPLAST E I R L,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.099996,1.099996,25,1,2025-03-19,2050,1
5037,GENPLAST S A C,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,GENPLAST S.A.C.,1.003,1.003,500,1,2025-04-14,9200,1
5037,INVERSIONES AGO S A C,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,INVERSIONES AGO S.A.C.,0.915011,0.915011,435,1,2025-12-26,6084,1
5037,QUESITO SA,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,QUESITO SA,1.82,1.82,1,1,2025-03-12,850,3
5038,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,0.38,0.38,200,1,2025-12-02,4424,3
5038,ENVIPLAST E I R L,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.38,0.38,500,2,2026-04-08,2050,1
5038,QUESITO SA,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,QUESITO SA,0.84,0.84,1,1,2025-03-12,850,3
5038,VIPLASTIC S A C,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,VIPLASTIC S.A.C.,0.4,0.4,200,1,2025-11-13,250,2
5039,ENVIPLAST E I R L,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.419997,0.475999,100,5,2026-03-04,2050,1
5039,QUESITO SA,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,QUESITO SA,0.84,0.84,1,1,2025-03-12,850,3
5040,ENVIPLAST E I R L,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.68,0.693333,100,3,2026-02-28,2050,1
5040,ESNA MEDIC INVERSIONES S A C,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,0.68,0.68,100,1,2025-11-11,3650,1
5040,QUESITO SA,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,QUESITO SA,1.26,1.26,1,1,2025-03-12,850,3
5041,ENVIPLAST E I R L,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.85,0.85,25,2,2025-05-21,2050,1
5041,ESNA MEDIC INVERSIONES S A C,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,0.85,0.85,100,1,2025-11-11,3650,1
5041,QUESITO SA,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,QUESITO SA,1.4,1.4,1,1,2025-03-12,850,3
5042,ENVIPLAST E I R L,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.1,1.15,30,2,2025-06-27,2050,1
5042,ESNA MEDIC INVERSIONES S A C,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,1.1,1.1,100,1,2025-11-11,3650,1
5042,QUESITO SA,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,QUESITO SA,1.82,1.82,1,1,2025-03-12,850,3
5043,ENVIPLAST E I R L,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.37,0.37,25,1,2025-07-04,2050,1
5043,QUESITO SA,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,QUESITO SA,0.84,0.84,1,1,2025-03-12,850,3
5044,ENVIPLAST E I R L,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.359994,0.359997,130,2,2025-05-28,2050,1
5044,ESNA MEDIC INVERSIONES S A C,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,0.36,0.36,200,2,2025-10-20,3650,1
5044,QUESITO SA,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,QUESITO SA,0.84,0.84,1,1,2025-03-12,850,3
5044,VIPLASTIC S A C,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,VIPLASTIC S.A.C.,0.4,0.4,50,1,2025-09-06,250,2
5045,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,0.37,0.37,250,2,2026-02-13,4424,3
5045,ENVIPLAST E I R L,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.37,0.37,200,3,2026-02-25,2050,1
5045,QUESITO SA,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,QUESITO SA,0.84,0.84,1,1,2025-03-12,850,3
5045,VIPLASTIC S A C,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,VIPLASTIC S.A.C.,0.4,0.6,100,3,2025-11-14,250,2
5046,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,0.68,0.68,200,3,2026-01-30,4424,3
5046,ENVIPLAST E I R L,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.68,0.693333,200,3,2026-03-04,2050,1
5046,QUESITO SA,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28,QUESITO SA,1.26,1.26,1,1,2025-03-12,850,3
5047,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,0.85,0.85,1000,4,2026-02-03,4424,3
5047,ENVIPLAST E I R L,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.85,0.85,50,1,2025-05-15,2050,1
5047,QUESITO SA,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28,QUESITO SA,1.4,1.4,1,1,2025-03-12,850,3
5048,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,1.2,1.2,50,4,2026-01-30,4424,3
5048,QUESITO SA,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28,QUESITO SA,1.96,1.96,1,1,2025-03-12,850,3
5049,QUESITO SA,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINAPOTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,QUESITO SA,2.8,2.8,1,1,2025-03-12,850,3
5050,COMERCIAL FERRETERA SARASARA S A C,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,COMERCIAL FERRETERA SARASARA S.A.C.,2.2,2.2,25,1,2025-11-19,4424,3
5050,ENVIPLAST E I R L,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,ENVIPLAST E.I.R.L.,2.2,2.2,25,1,2025-06-23,2050,1
5050,QUESITO SA,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60MLPOTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,QUESITO SA,3.08,3.08,25,1,2025-03-12,850,3
5052,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,COMERCIAL FERRETERA SARASARA S.A.C.,1.8,1.8,50,1,2025-12-15,4424,3
5052,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,1.8,1.8,50,5,2025-08-23,2050,1
5052,QUESITO SA,FRASCO VIDRIO AMBAR 250ML CON TAPA DE PLASTICO ROSCAFRASCO VIDRIO AMBAR 250ML HOMBRO CAIDO C/TAPA Y TAPON,QUESITO SA,5.88,5.88,25,1,2025-03-12,850,3
5053,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA,ENVIPLAST E.I.R.L.,1.2,1.2,100,6,2025-07-18,2050,1
5053,QUESITO SA,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCAFRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA,QUESITO SA,1.0,1.0,21,1,2025-03-12,850,3
5054,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,COMERCIAL FERRETERA SARASARA S.A.C.,0.37,0.37,50,1,2026-02-03,4424,3
5054,ENVIPLAST E I R L,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,ENVIPLAST E.I.R.L.,0.369989,0.369989,25,1,2025-03-19,2050,1
5054,GENPLAST S A C,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,GENPLAST S.A.C.,0.3304,0.4602,500,2,2025-04-29,9200,1
5054,QUESITO SA,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,QUESITO SA,1.0,1.0,25,1,2025-03-12,850,3
5054,VIPLASTIC S A C,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,VIPLASTIC S.A.C.,0.45,0.45,200,1,2026-04-09,250,2
5055,QUESITO SA,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GELFRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL,QUESITO SA,3.9,3.9,1,1,2025-03-12,850,3
5056,ENVIPLAST E I R L,PASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca,ENVIPLAST E.I.R.L.,1.749999,1.875,25,2,2025-05-23,2050,1
5056,QUESITO SA,PASTILLERO PVC/CRISTAL N°4 80ML T/ROSCA BlancaPASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca,QUESITO SA,2.45,2.45,25,1,2025-03-12,850,3
5057,ENVIPLAST E I R L,PASTILLERO PVC/CRISTAL N°3 50GR TAPA Blanca,ENVIPLAST E.I.R.L.,1.519958,1.519979,25,2,2025-05-23,2050,1
5058,COMERCIAL FERRETERA SARASARA S A C,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP,COMERCIAL FERRETERA SARASARA S.A.C.,1.95,1.95,75,1,2025-12-15,4424,3
5058,ENVIPLAST E I R L,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP,ENVIPLAST E.I.R.L.,1.94995,1.949988,76,4,2025-06-24,2050,1
5059,ENVIPLAST E I R L,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97,ENVIPLAST E.I.R.L.,1.999982,1.999982,25,1,2025-03-19,2050,1
5059,GENPLAST S A C,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97,GENPLAST S.A.C.,2.124,2.124,500,1,2025-04-14,9200,1
5060,COMERCIAL FERRETERA SARASARA S A C,POTE PLASTICO PEAD BLANCO 500GR CON TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.85,1.88,200,5,2026-01-30,4424,3
5060,ENVIPLAST E I R L,POTE PLASTICO PEAD BLANCO 500GR CON TAPA,ENVIPLAST E.I.R.L.,1.849886,1.849962,25,3,2025-06-16,2050,1
5061,ENVIPLAST E I R L,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA,ENVIPLAST E.I.R.L.,1.599962,1.599992,50,5,2025-08-18,2050,1
5061,ESNA MEDIC INVERSIONES S A C,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA,ESNA MEDIC INVERSIONES S.A.C.,1.6,1.6,46,2,2025-10-07,3650,1
5061,VIPLASTIC S A C,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA,VIPLASTIC S.A.C.,1.6,1.6,50,1,2025-11-14,250,2
5062,COMERCIAL FERRETERA SARASARA S A C,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA,COMERCIAL FERRETERA SARASARA S.A.C.,1.85,1.85,200,2,2026-01-30,4424,3
5062,ENVIPLAST E I R L,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA,ENVIPLAST E.I.R.L.,1.849992,1.849998,50,4,2025-07-12,2050,1
5062,ESNA MEDIC INVERSIONES S A C,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA,ESNA MEDIC INVERSIONES S.A.C.,1.85,1.85,100,2,2025-10-07,3650,1
5062,VIPLASTIC S A C,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA,VIPLASTIC S.A.C.,1.8,1.8,25,1,2025-09-08,250,2
5063,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro,ENVIPLAST E.I.R.L.,2.999997,2.999997,6,1,2025-03-14,2050,1
5064,ENVIPLAST E I R L,GATILLO PULVERIZADOR 28/410,ENVIPLAST E.I.R.L.,0.799993,0.812498,200,8,2025-07-15,2050,1
5064,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,GATILLO PULVERIZADOR 28/410,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.536,0.549453,500,3,2026-02-18,2000,3
5065,CORPORACION PROMELAB E I R L,PISETA 250ML,CORPORACION PROMELAB E.I.R.L.,1.9,2.299997,200,3,2025-06-20,1250,1
5066,CORPORACION PROMELAB E I R L,PISETA 500 ML,CORPORACION PROMELAB E.I.R.L.,2.3,2.759999,265,5,2025-10-30,1250,1
5067,CORPORACION PROMELAB E I R L,PIPETAS PASTEUR ESTRILES 3ML BX200,CORPORACION PROMELAB E.I.R.L.,0.15,0.171429,400,7,2026-04-11,1250,1
5068,CORPORACION PROMELAB E I R L,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND),CORPORACION PROMELAB E.I.R.L.,0.09,0.09,500,4,2025-11-24,1250,1
5069,CORPORACION PROMELAB E I R L,PISETA 1LT,CORPORACION PROMELAB E.I.R.L.,4.0,4.624998,110,4,2026-03-13,1250,1
5069,IMPORTADORA ANDINA E I R L,PISETA 1LT,IMPORTADORA ANDINA E.I.R.L,4.955,4.955,10,1,2026-02-13,66,1
5070,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28,ENVIPLAST E.I.R.L.,0.779992,0.779992,2000,1,2025-04-14,2050,1
5071,VELARDE FLORES JENNY CARMEN,GOTERO PLASTICO 100ML COLOR NATURAL,VELARDE FLORES JENNY CARMEN,0.9086,0.9086,200,1,2025-04-16,200,2
5072,GENPLAST S A C,FRASCO YOGURT 1LT BLANCO CON TAPA 38MM,GENPLAST S.A.C.,0.944,0.944,1000,1,2025-04-14,9200,1
5073,GENPLAST S A C,FRASCO BULLET 75ML CON TAPA	ATOMIZADOR,GENPLAST S.A.C.,0.885,0.885,900,1,2025-04-14,9200,1
5074,GENPLAST S A C,FRASCO BULLET 100ML CON TAPA ATOMIZADOR,GENPLAST S.A.C.,0.944,0.944,900,1,2025-04-14,9200,1
5074,INVERSIONES AGO S A C,FRASCO BULLET 100ML CON TAPA ATOMIZADOR,INVERSIONES AGO S.A.C.,0.8,0.825,1000,2,2025-11-19,6084,1
5075,GENPLAST S A C,POTE PLASTICO 500GR B110MM BLANCO CON TAPA,GENPLAST S.A.C.,2.124,2.124,500,1,2025-04-14,9200,1
5076,GENPLAST S A C,POTE PLASTICO BLANCO 250GR CON TAPA,GENPLAST S.A.C.,0.708,0.708,500,1,2025-04-14,9200,1
5077,COMERCIAL FERRETERA SARASARA S A C,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,COMERCIAL FERRETERA SARASARA S.A.C.,0.3,0.3,100,1,2025-12-27,4424,3
5077,ENVIPLAST E I R L,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,0.3,0.3,100,1,2025-09-01,2050,1
5077,GENPLAST S A C,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,GENPLAST S.A.C.,0.236,0.236,500,1,2025-04-14,9200,1
5078,ENVIPLAST E I R L,moradoGOTERO PLASTICO 7ML NATURAL S/P B15MM C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,0.3,0.3,100,2,2025-09-01,2050,1
5078,GENPLAST S A C,GOTERO PLASTICO 7ML NATURAL S/P B15MM C/TAPA Y TAPON,GENPLAST S.A.C.,0.2124,0.2124,500,1,2025-04-14,9200,1
5079,GENPLAST S A C,GOTERO PLASTICO 60ML NATURAL S/P B18MM C/TAPA Y TAPON,GENPLAST S.A.C.,0.59,0.59,500,1,2025-04-14,9200,1
5079,VIPLASTIC S A C,GOTERO PLASTICO 60ML NATURAL S/P B18MM C/TAPA Y TAPON,VIPLASTIC S.A.C.,0.6,0.6,50,1,2026-04-14,250,2
5080,GENPLAST S A C,GOTERO PLASTICO 5ML NATURAL S/P C/TAPA,GENPLAST S.A.C.,0.2124,0.2124,500,1,2025-04-29,9200,1
5081,GENPLAST S A C,GOTERO PLASTICO 15ML NATURAL S/P C/TAPA,GENPLAST S.A.C.,0.236,0.236,500,1,2025-04-29,9200,1
5082,ENVIPLAST E I R L,GOTERO PLASTICO 30ML NATURAL S/P C/TAPA,ENVIPLAST E.I.R.L.,0.3,0.3,100,2,2026-03-30,2050,1
5082,GENPLAST S A C,GOTERO PLASTICO 30ML NATURAL S/P C/TAPA,GENPLAST S.A.C.,0.236,0.236,500,1,2025-04-29,9200,1
5083,CORPORACION PROMELAB E I R L,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),CORPORACION PROMELAB E.I.R.L.,10.0,11.0,12,6,2026-03-03,1250,1
5083,IMPORTADORA ANDINA E I R L,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),IMPORTADORA ANDINA E.I.R.L,7.6,7.866667,24,3,2025-10-02,66,1
5083,MATRAZ PERU E I R L,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),MATRAZ PERU E.I.R.L.,6.58,6.58,72,1,2026-03-04,1697,1
5084,CORPORACION PROMELAB E I R L,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),CORPORACION PROMELAB E.I.R.L.,6.0,7.2,8,5,2025-07-22,1250,1
5084,IMPORTADORA ANDINA E I R L,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),IMPORTADORA ANDINA E.I.R.L,4.8,4.8,8,3,2025-09-17,66,1
5085,CORPORACION PROMELAB E I R L,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,CORPORACION PROMELAB E.I.R.L.,4.99999,4.999998,12,5,2025-07-22,1250,1
5085,IMPORTADORA ANDINA E I R L,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,IMPORTADORA ANDINA E.I.R.L,2.856,2.856,10,2,2025-09-17,66,1
5085,MATRAZ PERU E I R L,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,MATRAZ PERU E.I.R.L.,2.6,2.6,144,1,2025-11-29,1697,1
5086,CORPORACION PROMELAB E I R L,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),CORPORACION PROMELAB E.I.R.L.,4.99999,4.999995,2,2,2025-05-14,1250,1
5087,CORPORACION PROMELAB E I R L,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),CORPORACION PROMELAB E.I.R.L.,3.0,3.75,18,4,2025-05-29,1250,1
5087,MATRAZ PERU E I R L,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),MATRAZ PERU E.I.R.L.,1.9,1.973333,96,3,2025-11-29,1697,1
5088,CORPORACION PROMELAB E I R L,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),CORPORACION PROMELAB E.I.R.L.,2.999997,2.999999,10,3,2025-05-14,1250,1
5088,IMPORTADORA ANDINA E I R L,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),IMPORTADORA ANDINA E.I.R.L,1.736,1.736,10,1,2025-09-17,66,1
5088,MATRAZ PERU E I R L,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),MATRAZ PERU E.I.R.L.,1.5,1.763333,192,3,2025-11-29,1697,1
5089,CORPORACION PROMELAB E I R L,PROBETA DE VIDRIO GRADUADA C/PICO 10 ML,CORPORACION PROMELAB E.I.R.L.,5.0,5.75,10,4,2025-10-15,1250,1
5090,CORPORACION PROMELAB E I R L,PROBETA DE VIDRIO GRADUADA C/PICO 50 ML G-,CORPORACION PROMELAB E.I.R.L.,7.999999,8.0,5,4,2025-08-23,1250,1
5090,IMPORTADORA ANDINA E I R L,PROBETA DE VIDRIO GRADUADA C/PICO 50 ML G-,IMPORTADORA ANDINA E.I.R.L,8.8,8.8,10,2,2025-09-17,66,1
5090,MATRAZ PERU E I R L,PROBETA DE VIDRIO GRADUADA C/PICO 50 ML G-,MATRAZ PERU E.I.R.L.,6.7,6.7,100,1,2025-11-29,1697,1
5091,CORPORACION PROMELAB E I R L,PROBETA DE VIDRIO GRADUADA C/PICO 100 ML,CORPORACION PROMELAB E.I.R.L.,12.999989,13.399998,5,5,2025-07-09,1250,1
5091,IMPORTADORA ANDINA E I R L,PROBETA DE VIDRIO GRADUADA C/PICO 100 ML,IMPORTADORA ANDINA E.I.R.L,10.4,10.4,4,1,2025-09-17,66,1
5091,MATRAZ PERU E I R L,PROBETA DE VIDRIO GRADUADA C/PICO 100 ML,MATRAZ PERU E.I.R.L.,8.92,9.41,30,2,2025-10-09,1697,1
5092,CORPORACION PROMELAB E I R L,PROBETA DE PLASTICO GRADUADA 10 ML,CORPORACION PROMELAB E.I.R.L.,1.999994,1.999999,12,7,2026-03-19,1250,1
5093,CORPORACION PROMELAB E I R L,PROBETA DE PLASTICO GRADUADA 50 ML,CORPORACION PROMELAB E.I.R.L.,3.0,3.633333,38,6,2025-10-30,1250,1
5093,ENVIPLAST E I R L,PROBETA DE PLASTICO GRADUADA 50 ML,ENVIPLAST E.I.R.L.,4.0,4.0,5,1,2025-05-14,2050,1
5093,IMPORTADORA ANDINA E I R L,PROBETA DE PLASTICO GRADUADA 50 ML,IMPORTADORA ANDINA E.I.R.L,2.94,2.94,2,1,2025-10-03,66,1
5094,CORPORACION PROMELAB E I R L,PROBETA DE PLASTICO GRADUADA 100 ML,CORPORACION PROMELAB E.I.R.L.,6.0,6.5,50,8,2026-03-04,1250,1
5095,CORPORACION PROMELAB E I R L,PROBETA DE PLASTICO GRADUADA 250 ML,CORPORACION PROMELAB E.I.R.L.,8.0,9.333332,12,6,2026-01-12,1250,1
5095,IMPORTADORA ANDINA E I R L,PROBETA DE PLASTICO GRADUADA 250 ML,IMPORTADORA ANDINA E.I.R.L,9.384,9.3845,10,2,2025-09-22,66,1
5096,BIO CHEMICALSS S A C,PLACA PETRI DE PLASTICO 90*15,BIO CHEMICALSS S.A.C.,0.4,0.4,100,1,2025-05-29,500,1
5096,CORPORACION PROMELAB E I R L,PLACA PETRI DE PLASTICO 90*15,CORPORACION PROMELAB E.I.R.L.,0.22,0.591428,1000,7,2026-04-06,1250,1
5097,CORPORACION PROMELAB E I R L,BURETA DE VIDRIO GRADUADO DE 25 ML CON LLAVE DE VIDRIO,CORPORACION PROMELAB E.I.R.L.,18.0,19.599999,2,5,2026-04-17,1250,1
5098,ENVIPLAST E I R L,PROBADOR PLASTICO NATURAL FORMA BAJA 5ML CON TAPA ESPRAY,ENVIPLAST E.I.R.L.,0.95,0.95,50,2,2025-06-23,2050,1
5099,ENVIPLAST E I R L,PROBADOR PLASTICO 5ML ESPRAY COLORES,ENVIPLAST E.I.R.L.,1.2,1.2,50,4,2025-08-23,2050,1
5100,CORPORACION PROMELAB E I R L,PINZA PARA TUBO DE ENSAYO DE METAL 11.5CM,CORPORACION PROMELAB E.I.R.L.,5.0,6.0,10,5,2026-04-16,1250,1
5101,COMERCIAL FERRETERA SARASARA S A C,POTE VIDRIO AMBAR IMPORTADO 250GR B45 C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.8,1.8,100,1,2026-01-01,4424,3
5101,ENVIPLAST E I R L,POTE VIDRIO AMBAR IMPORTADO 250GR B45 C/TAPA,ENVIPLAST E.I.R.L.,1.8,2.266667,50,3,2025-06-02,2050,1
5102,CORPORACION PROMELAB E I R L,SOPORTE UNIVERSAL C/BASE Y VARILLA PINTADA - INTEK,CORPORACION PROMELAB E.I.R.L.,45.0,52.5,1,2,2025-11-08,1250,1
5103,BIO CHEMICALSS S A C,TUBO DE ENSAYO DE VIDRIO 12*75MM (PAQ 250UND),BIO CHEMICALSS S.A.C.,0.064,10.688,250,3,2026-01-21,500,1
5103,CORPORACION PROMELAB E I R L,TUBO DE ENSAYO DE VIDRIO 12*75MM (PAQ 250UND),CORPORACION PROMELAB E.I.R.L.,20.0,20.0,1,2,2025-07-31,1250,1
5104,CORPORACION PROMELAB E I R L,MORTERO DE 100MM C/PILON,CORPORACION PROMELAB E.I.R.L.,10.0,10.0,3,5,2025-07-05,1250,1
5105,CORPORACION PROMELAB E I R L,MATRAZ ERLENMEYER DE VIDRIO 250ML,CORPORACION PROMELAB E.I.R.L.,7.0,7.375,6,8,2025-11-04,1250,1
5106,CORPORACION PROMELAB E I R L,MATRAZ ERLENMEYER DE VIDRIO 500ML,CORPORACION PROMELAB E.I.R.L.,15.0,15.0,1,2,2025-07-31,1250,1
5107,CORPORACION PROMELAB E I R L,LAMINA PORTAOBJETO 7101 (PAQ. 50UND),CORPORACION PROMELAB E.I.R.L.,2.5,2.7,26,10,2026-04-16,1250,1
5108,CORPORACION PROMELAB E I R L,EMBUDO DE VIDRIO DE BOROSILICATO DE 100MM,CORPORACION PROMELAB E.I.R.L.,6.0,7.25,12,4,2025-11-04,1250,1
